"","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"f39d3da49ebfc53a969b172bacb1b448",12,411,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"6760d4c93d574984765d88d7b155c269",2,19,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"4f1194b36ca199bf43ba8094a3fbdf72",3,23,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"fd23f5858a64b89b33708c9ba93aec6f",3,71,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"2a02d2404ed2285f67472da23dfc2a6f",1,5,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"95abb4adf56f8bacd2e8e16e9d5501cb",2,10,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"3ad5a2109f6237b14935bafcc5108f73",9,641,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"de3172d499e6be8b0e937b8d2cf79e1e",2,104,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"2162a3a770303e62bb9357c855324148",46,18081,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"63422dada7c4a8a98377aa1b8567cc3b",1,32,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"167cd03fddda7ef0c82f05a48cf2ae72",1,4,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"62f6ee885b9dd28d6ede740ad7877f00",3,17,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"2c4752216512ce41bcd5c23ed7cad813",1,14,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"407592041b27d5621f1c3018a6b6ad11",1,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"f3013ce2e388c2f9275601b7d9434a40",2,17,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"69cd8354659114676052a87a21d1e6e0",1,87,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"134da786965ef7d65e7d6ff7ce3c0a95",12,1283,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"01efcaff77dadd50fdb79c320a50e254",6,374,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"46b2ec01ec5fbbc40b109097ccff0cfd",9,1389,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"1781622bd4800f1a1fd6512283b4d5c5",4,386,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"845aa8ce9c8450c66dbb9c4857857650",1,26,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"1754728382c3ca17f2ce4284b907721d",2,105,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"90d0bc29e1d65ee5114676ac1d238f9f",5,97,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"f97e114704deff25205ade3f5726e631",1,13,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"fa3d77d9bf80d5c3a6308bb7cc9cf949",2,43,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"8459e12c41b0efe5c911ca93e71e4d46",1,11,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"f89e4ff0459291b4b634ea14ee6d339a",2,30,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"0e139230d73c993a526f96f2dca3172a",3,46,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"1104c8730149f401851c60f1c6894a74",1,18,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"015a8167487ecc4bf6e0d34c1c05c411",1,29,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"71053b563c124b86727ac763eb49853d",1,17,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"1cf0849cc31b7353c5623c98a427a86c",1,13,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"9021857143a56bd95645c4955a8f3a10",1,23,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"e89dbf7fc40f6235b12c959fdfe61329",1,34,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"b72e0dc1cf33100c2dc1dddf2fa6d6d4",1,386,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bataviensis"
"b39b3956767b61518618b15f4097c619",8,867,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"7f63e21ad165f85585cd6cbbdb385bbb",1,41,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"d21aacb8461e824e7bb9f39cbc2a8c9c",1,49,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"d949525e544f477479fd18d62599c9bf",1,34,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"1bdfaaa1a708dcc60fa5b99316d77cde",1,127,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"a23e60473841b9a18063206792129d59",5,947,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"c11cf58186afd1db02c45ebead130e9f",1,3,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"fc39bca663bb986a920aca150dd818ec",1,29,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Atopococcus","tabaci"
"b040f692d7f1ac48c6302b6498a486ea",1,24,"Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA
"627c14df05840fee4664d65e23c65a90",3,64,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"11e6ee67f5010be769f29f53e5ee571c",1,3,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"b0cc59f66e6394ea5078ba67a691551b",1,14,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"258ccf4beff196502163f7ed17e13bb4",1,12,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"c5ae2d0139034c439550f1cbbf35c758",1,8,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae",NA,NA
"1d3069c72e6247503677e95b082566a1",45,39736,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"8f1bef997637f5d9b4fc3eefa5d9a60d",3,796,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"c8c44fded5f487f353043a1c4faa1557",3,699,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"adeb7034dcf73c686cd74f819586a955",2,131,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"77983f7673a8468f234598848012f18c",1,4,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"eb8067addcadb6d5ff8afbc9ce9e899b",1,2,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"d4d37f91fb5ac86ce182c71297af24a9",3,11,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"d2ca59de9b1fe2629cfca5df4918a1bb",1,5,"Bacteria","Firmicutes","Bacilli",NA,NA,NA,NA
"896db3f10377744de448a1309874e1d5",2,16,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"fd9293c3f107b768237906f08e8f5551",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"faf84603d76ef3b34a3bec907d408d47",2,33,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"3c3fefd5195dffd43632e25739b60d9f",1,89,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"917f67ee0f60ac210061ee7bb5d1aab5",1,17,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"805894b0ddd76ed02ee53b838f871e0e",1,40,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"5f3d84d4dfe144fdc5922faad187a492",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"b96287d930ff240de99d03b66e002893",1,40,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"90fcb96466dd61945e28eb5522e3ba9b",1,12,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","farraginis"
"4e79e11ebdf0c682bcb318f3ef34d7b1",1,25,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ae0fa8fa0177a09a96f838e0389c987f",52,2053,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"302ec8510f60cd193189e918000a990b",9,291,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"9b90cc66f8f02b96732f2c72db141b7e",1,27,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"af22e008d84d166dfce10c9d624d0307",1,26,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","alkalinitrilicus"
"562b8804865e7f2f7d1e2d1f5e092f73",1,11,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"98a064b1e6bfafb3fa4e1fcc4a9b10fb",1,35,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"b296e30ce1e327dbcf2027bf86b6859e",2,97,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"2cbee016d9135d74b4cd00ac0c3da1aa",1,26,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"dc76f594eef06fecb1810c695e1bfb3c",11,323,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"f4a1952b9483e9cac4f68f061d51d6a2",2,115,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"51e6d8a302c8c468210a7237ed100c49",2,103,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"dd393fbbc8a1f37a5ce0414041b3caed",2,72,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"8e227a83560e44f174aaed0eb5637bf8",1,13,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"4c01519a1d69b776c3d5fe53ad05d377",1,63,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"7afb08a96f9beb27e16622379df03cfe",1,9,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"6ccf3e41c9ff57e3a5883d3833202111",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"66d47eeba777560521dc3c7cc705d813",1,12,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus",NA
"841c1427b092f144c53e3adfabee6e93",1,11,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","coahuilensis"
"55e29e8099224e4e3ab4359282ba5d70",1,8,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","coahuilensis"
"adfef2aed5dc0fc1a373e9f92a1f2d6c",1,7,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ab887d97586f117d1c680296e1816314",1,46,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","bataviensis"
"82402ba954e4c00656eb9980832cb425",1,20,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"a8b8191c187902a05774a1ad37da5028",1,7,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","koreensis"
"99cf1750a54711e2bce46394da8df914",2,15,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"f1e2c3e90cae0af6a2c573b77dd9fab0",1,13,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"c487e71714df69714e7eb491f535539e",2,28,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","aquimarina"
"13ac28412762d612a55a5d45ac656662",1,5,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"0974e90966b7244d75130cd0101208d1",1,32,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"1fe60e62b639ab6338a21e5226d04d4b",1,101,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"fcad212ec9ca292f4e0f19dbad8caec4",20,2131,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"c6f61b95201848ba396fcf8f9f393bd8",1,7,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"330e88208a7b34a889e1844805896f12",1,82,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"37b2a60b54b469d1468d61ee9cd21924",1,153,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"4fed487439f822ca2c2099f94b503fd0",1,92,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"50a0af1cb204247892f80d3c287d54df",1,60,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"9611c9f00890cd59af9ce0ce514f06c0",6,552,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"65107994f79a513b4e6069c468c8a543",2,178,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"d618138a8f8419c028c24448a6512891",1,39,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"7a6724cb7b6db65d5f495eb043ea7d5d",1,7,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","megaterium"
"fd33f04ebc168b795856546023ebcb31",1,1,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","silvestris"
"12c4935c7e4de155928a82a0580a6222",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus",NA
"84ad3a9656979dac5af93b4ae57482fc",3,28,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"fb03d73f3d522d2efc76fb12eee403b3",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"df17137cf195d9b936df4476fcdab0b2",1,2,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"bea6d1191510f7ae14ff86cb5681e5df",2,14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"22b5562dd2b9772c748487f7bd72895d",1,16,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"a8ce6af3c10649e81ae30965e32bcea2",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"991852dda80b83f84366d8a7dce85608",1,120,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"fc95fee270749a07815bd43b5e4f4da1",1,96,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"8abb849febd256a4b75df56c0d75f129",1,39,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"2b33fcd9b1a71f6659150e11642e5216",1,50,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"2a8e387e6cd80ed4c457123b95bca0b7",1,91,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"8f7e3838a360e859e5ea862427755f0d",1,117,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"3e7dd212121cfc454a3f74087134c297",1,37,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"4c74f5ae3e4ee0e03fdd3a8e56a8f12c",1,131,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"e13606360bd2c60ef50d78247a487db7",1,41,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"4e2cbb9e8149e6d186f098f23b8fe725",1,72,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"a62b1466a135f978892a858c74fc0d0a",1,72,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"aa2eb377b157a92194ba6ba87e31adcc",1,76,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"7f256a67f27073dd263358afe2a3d9d7",1,186,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"d7b5875dff13c209354c787242d0bd64",1,90,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"3acf2c811b4efaf4986f3c0aba5b7cef",1,111,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"a0d03ba5342c2c82ac244c0c5ef28b92",50,26869,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"2499828e195ba1b2e80823437b9be28e",1,166,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"bd47e250e5c1cfbb5b3910b65a5144de",1,54,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"08f3353d0ff93903970ef4f0d90e71f6",1,37,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"08ef1b79700839f571d6b0c241f8e7f3",1,58,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"f3b534252526a581ba045eeb68aa2056",1,10,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","koreensis"
"3b0a439a2424421b17db98c626e02208",1,9,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"badc0ef578aa48e6a7b736efc93077be",1,28,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"2c47598adfd967a20ef9b3e6dbb49ace",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"b90f79865e0ba645d224aef87f4bd4a1",1,37,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"891e9ba72a8ac47b245d347c210734e7",3,125,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"d8d4406de2405c35d8ed29c3fb6f5648",1,22,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"24b7576728ff8b95f0905ffd460e8c8a",4,283,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"48d88cd46fba5683a0bfde3587d43a2c",2,46,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"32a689689c75c7defca9fa892883fee4",1,21,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","invocatus"
"0d84b6f5e2b659feb589bcde0d8d3b96",1,9,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus","invocatus"
"a9e391b43adf508e85ab921f52035b17",1,4,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","terranovensis"
"bac7d75c521b4cf10569afbc24bea640",1,5,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"942dc37b2404f6eac5ca52150e5d8a0d",1,35,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus",NA
"a95b98a9795f0b78d130788d673b2ab9",1,34,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus",NA
"39460afabe4c3b375bc89cdeb258a947",1,13,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"5273f510397926e496e4f557ae43bc64",1,8,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"9841403f30577d9ced0d5a3d1d6daf80",11,235,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"d6d42b22668fb3cd880d34560d0f0418",1,7,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"efca8fa48a8f35277e77383937b11a5a",2,20,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"48ed35937d201ecb2e4bb351472e7e24",1,4,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"d9b5d9845d1c8a6217743b5b4d1ed043",1,5,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"6919ac8adffbdd50ac28560f0c2005f1",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"11474df2ecb89329cd3221ed85418f34",1,66,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","hodogayensis"
"bac3c08be70e8f3da6fe4ab26dfed807",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus","sacchari"
"a82f47d160805a2375a355e8081516f7",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"4e566e78b33e950b346e3b1121cd0bb7",2,22,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"975d613b7297b1f69ed39ca5e0633376",2,18,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"2e05f2de9efc29b6675b3f5e3ca80706",1,10,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"69bf9f71a1bfa121e9dd92c1a5f541f8",3,185,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"feeb3ed081a3b5365d1d820762864829",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"881367c7848498ae709a6320fef06501",2,22,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","mannanilyticus"
"9a06002136d2058c106ba17d5bbf0df5",1,6,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"a8ac9ea757530b9f63bccb1e589bd6d6",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"93e16ae704eb0be05a21f7c415a29537",2,37,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"fd7b9002581aa12179ecf88ae4ca7a9a",1,42,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","caeni"
"d09a3235be83215b569a3851c46698ad",1,10,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","chironomi"
"edc1e8fb83b0d5bd115eb4caf4114cb4",1,11,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","chironomi"
"aa3e55e9b1ca7a3ccd6feeb35c980a7b",1,9,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","chironomi"
"0e29d64e47a4ad384baf68b3177d9aad",1,11,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","chironomi"
"fbc387630e040b355fdd3f35e49161e7",1,14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"bb5e813ee98e8f2814c93f0a5454d667",4,124,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"6b21004f8e36eefdac5e925b087884be",1,9,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"534f537bb6381fd5f0a8c508166e1ea5",2,72,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"7d4e6d576ed26c4708c6945dafdf5302",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"07cf4a6e1c7f5281a57dda607eb7b952",5,122,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"a92a784e9eef3062c328423cd5aeef03",1,14,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"d21385f158525246156144c1df740c6d",6,397,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"8ab90edb303d1faa468e60bac43f4f91",1,24,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"bceda017b8762829850d74ca447eaf39",9,341,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"1cb43385c3e451cf91dbb159561e16b2",6,186,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"50a0836c5fd765a77783ad22b377a8a2",6,147,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"cb068d419ef36efb53f8e800a25a2137",1,3,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus","odysseyi"
"b79df2a6ca1e7aeaac1d3cb6d1a5b7bd",1,14,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","silvestris"
"66dcc5e22828fa01b39fd24538cb120c",2,62,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"0e47865f5ce927b4b1281064715626a9",1,8,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"ccac01c4e64812c7b01aa5f73ea65266",2,36,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"66c415906c75c2279f11e24637e0c3b2",1,26,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"56658d4bb3f0dedadf576ab2d708b3a8",2,206,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"26ac10f4bf78bb893f4cfbbf17026418",3,127,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"7cd07e7a50337c41a6838f5617c12671",2,65,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"50729acd1a9a37129836b6fe5b1acf56",1,27,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA
"b598378d6a5c36b8f04f86d042d91b12",22,1445,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus","psychrotolerans"
"58a469b5ed931b6b165d20c9b884502f",1,74,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus","psychrotolerans"
"03fe38777660a951a753536d8cfa4504",1,20,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Bacillus","psychrotolerans"
"ac4d90980496883adbad457243237f71",1,34,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"5002a79551914284c54726ba49c42149",1,21,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"97615d409e77042bf129d8bf09ae32df",3,83,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"1cb1f02a4ac8db84bd9e67e6538f7f81",5,232,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"e7078eb34a5233ad31892beaee4bbd07",2,44,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
"029204cfd0184fad5caf0ba771b9ab6a",1,4,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia",NA
"343f2210160d3986c8d81d8e704abcc2",1,5,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA
