"","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"f165f0d5dabcf8897dbe8f978a31ab6b",4,37,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Nicoletella","semolina"
"25acd17d22adece255fc31d5312e3fa0",1,9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"547a2ac439bb9e5113748525cc200b5f",1,36,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","muris"
"1df50746f39ac497cd7bded690083c00",1,16,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","muris"
"733ab64eeedaf907820d765dac0b6497",1,98,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","muris"
"e0a32d88a46edf9fc2774efc33bfad91",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"9a32b379a7b1333d8438da6c289d982c",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"20cf11a5aa65195b35e9f16a73efaaeb",1,51,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bibersteinia",NA
"90227737b21345ff9aaae99e7d06a62b",2,52,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","lincolnii"
"6b72ab280cae0e33553ec70506e875c2",4,88,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"6bc7cf88595e74e55326f26b7846ab6e",11,672,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"2b913c425c0b11aea69258a9e5ebe16b",3,187,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"7b04d5f29439effab370e67ef2c972bd",7,124,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"1489334742e638fa3b0d39c9903788dd",3,40,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"b1413923dbfd54320662809ba4bb560d",1,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"ad8516393126bc6442181dc558a024d1",1,145,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"34505a287fd3e1706b0831482a800cc6",1,12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","meningitidis"
"d8d4005ce87a4ad8ccc3ea3f7b5bb192",1,10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"845c7d3ceef4808075d8b6cffceb6077",5,126,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"5ec926c4e30d2ad3e98a13e745260712",1,17,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"cd85fce893cef6c306c55cb634e093be",2,23,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ca34a0fc558b0bd48c012202d93ca9ea",7,262,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9c97cc0b7a51f548e80d7c56e6f6313f",1,12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"4d1cdf23c9e4f380c0aa0982e8c334e5",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"4bde8111acf6121942148ae23e3d89a8",3,74,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","lincolnii"
"02ead8540348a4495f44de7cd7813f5f",1,6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","lincolnii"
"6b0d0bca0a42f5d0bf2fc1c471c797f5",1,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"9f193fb75c074cfb1fd25a0c11c19309",1,6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"5984f00dc62cbdbafd5f102dcf6b0cb4",1,72,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"9b740e8e047c98bb45cd4dc582c1a7f9",59,80080,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"2458e1ad5cf809d181445f92e410940e",1,112,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"a41b299630e11ca2b9a133146c77b527",1,219,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"5c198c478ec8569a7fb8e174fad28951",1,4,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"e089cd27f1ec7699ce1334a39ea02673",1,21,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"da3cd6b1343f4d65dd93138c4fc2cdfe",3,88,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"044e4d9a2cef568052beb370f515407a",1,10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"50ce865128e287f628b32c737dab6321",2,93,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"c831dca3e28c715c8b87d4186d31a885",3,126,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"4d56d4b2532ee7577c4cb5839275be04",2,57,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"c91839024c8298053340f4dceed68e1d",2,20,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"5e5564f692abfbd1f4b923025277cc98",4,59,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"0b7518e9cb7205e3bac03d976f79d4d6",1,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ff9f65e547605b5ef1cf7cce80878b18",2,83,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"89444e6aab6c285a1a5450709f36c2e4",8,6252,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"4c19dc4ce4e94a04547c23665dfb7ede",1,119,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"1f94de998c18c36942e929e7c943432c",1,157,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"42c4392b0f2ce815ed2c339e476acfe4",17,7774,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"fe764b9e6961c651bc18a081cd63fd11",14,1159,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"fa3d4902731d1aa6bef539e5172dbaae",1,69,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9df3cef82d405a0e1e6bab1c3d801d6d",1,65,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"0c1cccbb489c892471d6eb3a53e17622",1,29,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"afc64b865696f7faf0b9b7bd6fc75ff6",1,15,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"308223f0bf447e326347b67b36148584",6,896,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"895f8e0a71532ff57351f87d61b85b43",24,24323,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"efd87fa2b9a529d17c8375adbf565243",7,975,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9fcf1d986c95ed7a2b67cb3516a6576a",9,602,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"3453861b9d65b8f1ba3e8b8e30c04104",1,68,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"14fa8283f57dc56418196665f7848370",1,190,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"8f0608a73680f4989ef30e2a96240b14",1,12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"1663cb880b404617eb7e5ced12a11898",1,71,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"552f974d91fefde66a21e33a08ecd937",11,15903,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"22dc16777453b3c7677ec9f0563ef091",6,1851,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"77d98b25b8bbae3d182cc7fae0cbf4e8",8,1465,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"18e98d12eb02aae5358b0a03ca93873d",1,112,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"1a9de57ffa8544ce0ab790baf26c4a3b",6,246,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9344136ef388bb1a9bf4b0517219b6bd",1,30,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"1c55bfb28409f38fad688b5ec2bd49bb",1,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"4be80be705379fe624bf4f236868c161",12,733,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"50ceb3738c6c88dea2d40e2ecb049bfe",1,7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"fc4c24972f8d130ed02becd780b42ba6",5,137,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"403338a15d9b10e42924fb42449a0484",2,86,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"d32ec918c28b6c55f062e05712344da8",2,21,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"890cf30da0138e64d8ff36f8797bef50",2,169,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"7caed1b0bad4bc1153ee2654ecd99a8b",28,12020,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"166e6adb77fa6a65f67ff8649b324e34",16,1309,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"298304ab6cb14c86acad0096e4e592ff",8,885,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"2b1fc990ec7d0e760dece8a34762342e",23,2341,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"cc502fdbecf4a0e81cc6420933723b32",1,10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"90cee93df5f1c3a1c0463257ecf5f5dc",33,6839,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"f99b7afc24d136aa02929411157638d8",14,134,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"92e2270dc4a6fbe21445cf2a9f06bd39",1,9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"71d90064f8ef36a59bda566792ff57f2",1,10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"2fb3274b1561e9f105f2fe942e5041ce",2,96,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"f35970d49aab095667a866adddba3126",1,21,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"935640a7cff68116573a58f74fd51fe5",20,18637,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"526353475c3a886f17deaa80ff4921ec",1,20,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"6c8d472cb66cb166418b080bd37671f7",2,21,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"6f2e131a83754036929d2d6fa14bd2ef",5,493,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"efc44e3d8ca39bb4f8e738bd9620c50d",1,31,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"a09401630654b6fc80057a403cf84b67",24,462,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"3d05d7d2e714736fc9eab46dff31649c",4,60,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"0ec7f3aadb7fbf4c316eb14c54ad2c93",5,1009,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"c9b529ab27132d10f140fb27229b1b4f",1,46,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"8ed8ed5e66f5caa125c648a25a294eef",3,100,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"20958b431fd79f8e49c58863724b2603",1,12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"10d0aafa6f6c6474a1f35dae9d32d5f5",1,6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"a584e128510993f172d284810da7e215",1,107,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"2dab5733fadc52eb07a6f2608e83d47c",1,37,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ca2c80957c045fc275f4562c335fd869",1,29,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"6fd722fde76ec75a0097ccd98c8b3eff",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"96ed4deb9c664d57ec85532223a62a13",1,446,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"29155609f067d61e37ca90f6c78ee680",3,132,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"4065af6e9237e540bb2fc8a64520838b",2,79,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9a1b1d3883bdb94a776fafb490c0da77",1,14,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"c39ea93ee8efba323069658514f06e38",1,7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"24a3f28705883ec1a98850b2b81a75a2",6,414,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"1d96fb64b539a3967e5d667393072e50",6,3985,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"dfb4b23d1c7a0f30f1f79476f50201e0",2,75,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"26009366f0aba1ec419c7001b008b26e",1,11,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"8f3f858160b564bfd3dde3d25bca6325",6,249,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"644d1cda38c07c6d355dffd4e2b2cf3f",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"e061c7daecc56b427bf8c22e6d1d107f",1,17,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"c64024b567999a8bd03bb8dabfea3f72",2,40,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"265f5ff11f52aa3f37f79531ec733069",1,30,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"8e9da08dc384f76dfb067d56552b632e",1,5,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"254aaf88eaafb5159c05d21f49c30be2",1,16,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"c9c4fe9b55d1f36116541fd412650bb8",1,8,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"52880146f5da7b8124d454bf6e09fd17",2,45,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ba5e7790a967174e3547070ed227e953",1,19,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"e99ef748b2c553840064d81e9b8ec162",1,40,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"37fa2fbe994baadc22dca8bd1348c86e",1,37,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"22a274f10b75281982a67ebe9aa67536",1,17,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9837889d751a3edc5fac8be1cbb08b29",5,39,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"0014c5949722912814d8846ffd324936",1,13,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"2ace2b8b8ad106b14fd0ee76467c8050",2,10,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"7f86ea6255e3e8b100e03a67af5f3d93",18,15129,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"ff15e42fe8b4ebb4acbda44332d9e7ca",1,198,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"c44dec064e0becc8f353fb4c268649f2",1,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"a4e4b480a75cf174cd8c27bd3081ff7f",5,6942,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"3176ec596b935cb6c5ca6f4e9add3c4d",2,557,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"9a198905a10c3f76d7fa955a365e5e0c",1,12,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"866045d107e9513a72c4437564f6865e",1,585,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"e8e714b2323d7d4facb67cdf440970ea",2,468,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"835b6fed48390536495318aef63e84a0",1,39,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"bd4a0f1d1e94717eb3180c56fc390379",1,6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"d4d001e69ddb9bf71f6882aec5f3acb5",2,102,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"77717858204435c77de837aa4c68a0fc",1,4,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"05e4af338300f3938f3f8c23d1a998cb",4,790,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"6b902230d720175f2db3c79ce4b27dcf",1,76,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges","illinoisensis"
"21022e0562250449f4c2f2f2755ebeef",1,31,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"08f3742a7b0f36bb507b099b97342edd",2,40,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"76aa4f187b66a8b83ad533a237d07d61",1,30,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"3edace3a6cb02728eb22b5b76dd43ec1",1,14,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"39366c87e7718a45162a45efca214820",1,20,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"65a785cff8ca3bb3862aaa5714055d48",2,447,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"52b245fb5c9ae8f0436701396f9a274f",10,7375,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"83d8113da9ee25e5d5116976bac97d50",5,148,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"b815668a1e362dc6a897d2895c351449",29,6278,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"685d3cc37aca298b4a27776da6b9fab3",1,585,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"48fdd81e5857da849c3391ceb9078c23",1,59,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
"44d060b604de70e8e3a0a51494debc90",1,99,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA
